Depth,Width,Parameters,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50
18,30,0.121570,39.989998,55.829998,54.289997,63.829998,71.070000,70.709999,67.470001,74.419998,76.299995,72.559998,68.180000,68.489998,78.339996,78.860001,75.330002,77.889999,73.189995,79.820000,79.259995,79.939995,79.029999,80.400002,81.049995,78.849998,83.029999,79.479996,82.959999,81.599998,83.659996,84.150002,85.279999,84.949997,85.860001,86.680000,87.269997,87.250000,87.089996,87.759995,88.199997,87.259995,88.849998,88.839996,88.949997,89.459999,89.209999,89.389999,89.579994,89.439995,89.519997,89.459999
20,88,1.114442,46.969997,60.059998,65.269997,65.139999,70.000000,77.900002,78.159996,78.150002,80.389999,79.839996,81.439995,83.290001,81.900002,81.549995,82.430000,85.290001,85.089996,86.119995,77.599998,84.629997,88.239998,86.320000,86.739998,87.299995,87.059998,87.939995,88.549995,87.860001,88.599998,88.959999,89.909996,88.720001,90.019997,91.419998,91.259995,91.339996,92.250000,92.229996,92.489998,92.509995,92.739998,93.029999,93.229996,93.360001,93.419998,93.509995,93.589996,93.669998,93.680000,93.599998
25,62,0.718590,35.459999,50.889999,60.410000,62.250000,66.000000,69.419998,65.769997,69.029999,70.509995,77.209999,77.639999,76.959999,76.339996,79.279999,77.909996,72.509995,82.650002,78.009995,79.610001,79.939995,79.150002,80.589996,83.159996,84.589996,81.209999,86.579994,85.199997,85.099998,85.400002,85.299995,88.239998,87.769997,88.040001,88.889999,89.409996,89.099998,89.879997,90.229996,90.519997,91.089996,91.070000,91.540001,91.629997,92.009995,92.059998,92.259995,92.379997,92.169998,92.220001,92.259995
46,114,4.330528,29.539999,37.320000,46.119999,48.860001,51.789997,45.529999,49.090000,43.599998,58.969997,65.459999,54.680000,63.689999,68.839996,67.409996,61.989998,72.049995,68.269997,66.290001,71.889999,68.970001,74.919998,75.320000,68.839996,76.509995,77.540001,76.639999,72.989998,79.259995,76.930000,81.199997,81.619995,78.959999,82.309998,84.570000,83.879997,84.040001,83.729996,86.879997,86.409996,86.709999,88.059998,88.879997,89.049995,89.329994,89.139999,89.479996,89.639999,89.650002,89.610001,89.489998
28,18,0.078220,29.410000,38.379997,42.029999,45.180000,48.820000,52.099998,58.809998,51.949997,62.019997,63.480000,61.389999,61.639999,64.110001,67.589996,66.070000,64.739998,70.150002,64.989998,69.159996,66.010002,71.339996,75.269997,71.559998,76.449997,68.389999,77.309998,76.229996,80.099998,79.119995,69.279999,80.110001,79.199997,80.689995,80.759995,80.579994,79.919998,81.709999,81.970001,82.570000,83.639999,83.970001,84.729996,85.400002,85.389999,85.570000,85.699997,85.650002,85.750000,85.820000,85.720001
35,30,0.247600,33.770000,40.789997,44.259998,45.020000,53.000000,40.680000,54.329998,57.309998,55.169998,62.730000,62.239998,67.479996,65.900002,61.019997,70.389999,71.129997,65.239998,69.229996,70.959999,70.529999,73.709999,71.430000,73.040001,75.790001,71.189995,70.470001,71.259995,79.409996,79.119995,75.820000,78.949997,79.540001,77.959999,81.459999,80.959999,82.250000,82.229996,84.889999,85.360001,85.199997,85.389999,85.729996,86.269997,86.529999,86.720001,87.000000,86.849998,87.139999,87.059998,87.089996
21,78,0.887884,33.930000,57.430000,66.790001,68.650002,73.369995,74.299995,63.039997,77.799995,78.000000,78.459999,79.949997,75.479996,80.000000,78.959999,82.169998,81.589996,81.900002,83.540001,85.040001,84.139999,84.079994,85.139999,85.290001,86.860001,86.430000,82.040001,87.389999,88.139999,88.669998,88.379997,89.349998,90.229996,90.070000,90.299995,91.269997,91.129997,91.299995,91.339996,91.860001,92.220001,92.149994,92.589996,92.519997,92.639999,92.699997,93.049995,93.040001,93.019997,93.059998,93.129997
17,42,0.226936,47.039997,52.980000,59.139999,65.029999,71.669998,66.580002,74.879997,73.669998,73.500000,77.129997,78.779999,78.650002,78.290001,79.790001,75.169998,81.459999,78.279999,83.019997,81.820000,83.299995,83.989998,83.729996,82.739998,81.959999,83.379997,85.659996,84.389999,85.449997,86.139999,85.739998,87.610001,87.589996,87.790001,88.540001,88.909996,88.769997,88.389999,89.599998,89.869995,90.320000,90.459999,91.139999,91.540001,91.169998,91.489998,91.389999,91.419998,91.509995,91.500000,91.409996
29,50,0.541960,37.320000,47.289997,53.719997,54.469997,53.279999,60.410000,55.299999,65.680000,68.759995,64.779999,73.220001,74.970001,59.439999,73.669998,74.459999,72.379997,75.169998,76.379997,76.389999,75.879997,76.489998,80.889999,79.669998,77.659996,82.540001,84.129997,83.089996,82.669998,83.019997,84.110001,85.369995,82.339996,83.769997,87.579994,87.139999,87.099998,88.209999,88.970001,89.299995,89.680000,89.439995,89.650002,90.299995,90.320000,90.369995,90.529999,90.889999,90.839996,90.839996,90.949997
28,20,0.094750,34.959999,39.219997,46.869999,50.000000,51.329998,50.049999,55.779999,63.929996,62.769997,59.539997,68.879997,63.919998,67.599998,70.290001,71.830002,65.449997,72.360001,72.519997,73.909996,76.159996,74.759995,75.699997,72.799995,76.750000,74.389999,76.790001,73.629997,75.029999,74.209999,81.360001,80.989998,80.129997,82.110001,78.779999,82.779999,84.349998,84.349998,85.049995,85.159996,84.650002,85.299995,85.909996,86.339996,86.799995,86.979996,86.979996,86.869995,86.849998,86.939995,86.989998
32,112,2.874826,37.739998,46.029999,56.669998,55.689999,60.329998,62.699997,66.299995,71.459999,70.089996,74.559998,76.229996,77.250000,69.549995,75.720001,74.650002,78.250000,79.439995,81.699997,81.379997,80.900002,82.599998,82.860001,82.879997,81.189995,85.750000,81.379997,86.029999,85.540001,86.579994,87.470001,88.979996,87.659996,88.419998,88.829994,88.769997,89.949997,90.369995,90.959999,91.099998,91.699997,91.790001,91.979996,92.339996,92.549995,92.049995,92.540001,92.820000,92.909996,92.659996,92.799995
37,44,0.547546,32.660000,41.989998,44.289997,46.020000,50.469997,54.169998,57.509998,59.609997,56.609997,60.570000,65.869995,61.340000,65.000000,70.409996,67.449997,71.949997,65.809998,62.980000,51.869999,73.989998,77.070000,75.229996,78.809998,74.720001,66.119995,80.290001,76.869995,75.759995,77.419998,75.339996,83.709999,83.049995,84.180000,83.309998,83.860001,86.040001,84.769997,84.559998,85.639999,86.989998,87.959999,88.439995,88.229996,89.079994,89.290001,88.930000,89.579994,89.279999,89.419998,89.639999
46,92,2.843086,26.969999,40.989998,40.450001,49.209999,53.389999,50.360001,58.840000,55.529999,56.919998,65.379997,63.269997,64.500000,64.599998,64.970001,69.360001,70.169998,63.699997,63.959999,70.409996,74.349998,68.529999,72.009995,71.769997,71.869995,76.029999,77.610001,80.349998,78.839996,79.669998,81.809998,80.589996,82.129997,82.540001,82.739998,84.860001,84.089996,84.459999,86.209999,86.209999,86.889999,87.659996,87.619995,88.269997,88.290001,88.879997,89.079994,89.229996,89.259995,89.309998,89.329994
25,18,0.070030,33.750000,41.520000,44.770000,48.059998,48.079998,58.899998,55.169998,57.259998,62.519997,65.599998,61.209999,58.910000,67.110001,70.239998,71.879997,68.169998,66.059998,67.820000,70.189995,70.680000,77.559998,75.580002,76.750000,76.879997,75.739998,75.209999,77.759995,78.239998,78.839996,80.869995,79.799995,80.680000,81.959999,82.059998,83.189995,83.820000,84.419998,84.400002,84.879997,85.269997,85.570000,85.610001,86.559998,86.589996,86.559998,86.549995,87.049995,86.900002,86.839996,87.110001
47,58,1.172132,28.429998,29.779999,38.489998,34.820000,40.529999,44.270000,48.039997,49.129997,56.180000,56.509998,60.079998,58.349998,58.349998,62.250000,60.320000,67.009995,64.739998,63.119999,69.339996,71.759995,67.639999,72.339996,64.000000,72.839996,74.989998,75.779999,73.889999,77.900002,77.529999,76.580002,78.650002,80.869995,80.519997,82.729996,81.970001,81.930000,84.119995,84.299995,85.439995,84.659996,85.889999,86.430000,87.199997,87.349998,87.739998,87.750000,87.659996,87.629997,87.970001,87.909996
18,76,0.716994,50.809998,58.739998,61.189999,71.169998,73.330002,73.369995,76.180000,80.849998,80.669998,78.419998,82.400002,80.779999,82.829994,78.119995,80.939995,83.409996,84.989998,83.729996,76.599998,86.339996,86.769997,87.079994,85.650002,85.709999,87.970001,87.650002,89.150002,87.699997,88.889999,90.180000,89.250000,90.070000,89.529999,90.849998,91.049995,91.570000,92.000000,92.089996,91.769997,92.659996,92.379997,92.549995,92.930000,92.930000,92.909996,93.290001,93.159996,93.250000,93.070000,93.159996
28,54,0.615664,37.110001,46.399998,54.989998,61.379997,61.419998,64.250000,65.809998,62.799999,61.480000,67.919998,70.709999,57.949997,77.919998,69.839996,76.879997,76.889999,77.680000,78.299995,82.489998,79.389999,79.650002,76.769997,81.209999,76.269997,82.879997,81.119995,82.329994,82.379997,84.000000,85.419998,85.769997,86.619995,87.500000,86.939995,87.790001,88.290001,88.809998,88.930000,89.459999,89.949997,90.470001,90.589996,90.409996,91.169998,91.129997,91.360001,91.269997,91.449997,91.449997,91.320000
14,82,0.676018,52.820000,66.720001,72.000000,67.639999,74.439995,73.129997,79.349998,76.570000,80.839996,82.009995,84.049995,82.339996,84.650002,84.229996,82.709999,84.040001,86.379997,83.329994,85.070000,86.290001,86.379997,86.720001,86.029999,86.559998,86.070000,87.139999,88.209999,89.689995,89.029999,90.559998,89.820000,90.500000,90.919998,90.689995,91.699997,91.709999,92.019997,92.379997,92.209999,92.729996,92.930000,92.349998,92.989998,93.089996,92.970001,93.059998,93.180000,93.199997,93.250000,93.149994
22,18,0.061840,36.750000,42.689999,37.219997,56.689999,51.180000,49.840000,65.500000,65.089996,57.699997,66.930000,59.430000,71.959999,70.769997,67.119995,73.849998,70.639999,66.459999,75.180000,70.830002,74.129997,67.209999,75.040001,76.769997,75.739998,78.479996,77.229996,81.329994,80.360001,81.239998,80.269997,79.470001,75.879997,81.150002,82.610001,83.139999,83.570000,83.189995,84.570000,84.809998,85.229996,85.250000,85.779999,86.169998,86.320000,86.299995,86.269997,86.540001,86.400002,86.579994,86.509995
38,100,2.737010,35.950001,43.579998,48.189999,53.239998,58.250000,63.119999,57.029999,61.439999,68.259995,70.389999,66.680000,62.279999,71.879997,61.609997,76.699997,72.040001,74.900002,74.049995,76.669998,78.000000,78.019997,80.229996,73.570000,77.360001,83.089996,82.299995,83.680000,83.299995,83.639999,84.329994,85.369995,86.720001,85.000000,86.329994,87.989998,88.459999,87.930000,89.479996,89.549995,89.930000,90.119995,90.629997,90.899994,91.159996,91.259995,91.349998,91.409996,91.489998,91.589996,91.639999
6,74,0.198034,51.879997,57.519997,55.910000,62.309998,65.930000,73.949997,73.299995,70.979996,76.229996,73.869995,77.180000,74.799995,76.049995,79.959999,80.639999,78.220001,79.540001,78.389999,77.549995,79.970001,79.610001,81.279999,83.290001,80.869995,84.129997,81.089996,83.589996,85.059998,84.619995,81.779999,84.820000,85.529999,84.099998,85.529999,86.839996,87.299995,86.989998,87.720001,88.000000,87.709999,88.279999,88.589996,88.470001,89.040001,88.930000,88.809998,89.089996,89.070000,89.070000,89.029999
27,82,1.273716,41.570000,44.759998,54.520000,62.500000,58.559998,70.599998,74.790001,75.139999,74.519997,71.019997,76.629997,65.869995,74.970001,74.470001,80.089996,80.379997,76.180000,82.939995,84.529999,83.849998,82.979996,84.299995,83.500000,85.209999,85.750000,85.559998,85.769997,87.220001,87.349998,86.699997,87.699997,88.750000,87.869995,89.449997,90.259995,90.089996,89.669998,90.869995,91.199997,91.279999,91.559998,91.820000,92.040001,92.169998,92.209999,92.699997,92.629997,92.559998,92.470001,92.540001
35,84,1.790974,40.160000,43.759998,55.480000,53.349998,61.919998,64.720001,61.459999,64.919998,69.759995,68.070000,69.930000,53.969997,68.220001,67.839996,74.189995,76.360001,76.970001,79.290001,75.809998,78.589996,79.079994,81.529999,77.099998,74.139999,82.250000,83.309998,78.750000,84.549995,83.739998,86.479996,86.320000,87.159996,87.089996,88.099998,88.439995,88.809998,88.820000,89.820000,89.099998,90.689995,90.699997,90.869995,91.559998,91.399994,91.619995,91.879997,91.610001,91.820000,91.820000,91.790001
9,110,0.687620,51.689999,68.709999,65.930000,67.779999,74.790001,72.739998,73.599998,78.110001,83.099998,82.659996,85.150002,83.519997,82.750000,83.989998,84.979996,84.150002,86.699997,77.629997,85.900002,86.750000,83.479996,87.009995,87.669998,86.970001,86.820000,87.449997,87.309998,88.879997,88.159996,87.759995,90.599998,90.589996,90.519997,90.659996,89.779999,91.759995,91.779999,91.829994,91.829994,92.369995,92.029999,92.419998,92.589996,92.720001,92.790001,92.739998,92.829994,93.029999,92.899994,93.019997
8,26,0.043638,48.320000,51.549999,56.209999,64.119995,62.959999,65.779999,70.540001,65.000000,74.650002,73.220001,73.709999,76.369995,73.610001,76.549995,77.400002,77.849998,75.650002,77.979996,79.439995,80.059998,80.139999,81.049995,80.949997,77.500000,79.489998,79.079994,81.220001,81.209999,83.180000,80.759995,81.790001,83.779999,84.509995,82.790001,84.309998,85.339996,84.269997,85.419998,85.839996,85.949997,86.459999,86.659996,87.000000,86.729996,86.750000,86.849998,87.070000,87.049995,87.059998,87.259995
30,34,0.261266,35.329998,45.169998,48.259998,48.649998,59.660000,40.989998,58.590000,64.659996,55.449997,64.449997,63.509998,67.939995,63.459999,62.539997,76.019997,66.320000,61.309998,74.860001,78.989998,72.019997,78.610001,73.589996,81.169998,80.540001,77.349998,80.989998,82.720001,83.379997,82.839996,79.750000,82.209999,84.470001,85.360001,84.599998,84.889999,86.299995,86.699997,87.139999,87.489998,87.879997,88.339996,88.400002,88.799995,89.009995,89.029999,89.180000,89.169998,89.449997,89.479996,89.379997
44,104,3.426186,31.250000,39.680000,41.889999,46.039997,51.889999,54.969997,58.259998,59.699997,60.149998,61.070000,61.619999,68.379997,57.619999,48.340000,63.679996,67.989998,68.080002,69.180000,72.250000,64.339996,71.269997,74.869995,74.979996,75.509995,78.659996,76.519997,70.720001,79.079994,79.489998,78.680000,79.879997,79.199997,83.279999,84.680000,82.500000,84.029999,82.589996,85.979996,86.809998,86.639999,86.639999,86.750000,88.199997,88.129997,88.470001,88.389999,88.739998,88.699997,88.820000,88.820000
33,28,0.200014,30.359999,35.149998,40.719997,44.980000,43.389999,42.549999,47.259998,56.320000,55.939999,40.360001,67.699997,59.809998,58.199997,65.669998,69.220001,68.769997,73.049995,74.019997,66.919998,65.750000,74.089996,74.959999,75.629997,74.720001,71.949997,71.099998,73.689995,80.229996,78.339996,80.779999,81.639999,82.250000,80.239998,81.839996,84.320000,83.939995,84.790001,84.509995,83.229996,85.820000,86.449997,85.919998,86.820000,87.229996,87.189995,87.500000,87.720001,87.599998,87.519997,87.529999
17,46,0.269892,50.879997,56.770000,63.039997,66.889999,71.409996,67.919998,68.000000,73.970001,77.629997,78.769997,71.470001,70.650002,77.970001,79.019997,76.439995,77.809998,81.779999,82.779999,81.110001,83.949997,82.879997,83.839996,84.659996,83.400002,85.059998,84.759995,83.669998,86.829994,86.839996,87.979996,86.879997,86.320000,88.229996,88.579994,89.759995,89.639999,90.309998,89.729996,90.369995,90.519997,90.680000,90.750000,90.759995,91.169998,91.349998,91.309998,91.479996,91.769997,91.509995,91.540001
47,100,3.390110,24.279999,30.009998,42.649998,47.639999,51.459999,49.099998,53.840000,56.289997,60.989998,57.049999,57.799999,47.559998,63.959999,66.320000,67.290001,64.760002,62.809998,59.489998,69.879997,66.970001,69.449997,62.049999,73.680000,75.540001,71.430000,76.400002,76.540001,77.860001,78.290001,76.689995,78.259995,78.919998,81.839996,82.919998,79.689995,82.829994,83.959999,84.519997,84.829994,85.629997,86.689995,86.589996,87.540001,87.549995,87.869995,87.769997,87.970001,88.009995,88.119995,88.040001
36,116,3.386282,36.559998,44.739998,46.959999,55.779999,54.599998,61.969997,61.480000,64.419998,67.129997,70.599998,69.989998,70.309998,75.349998,76.049995,71.299995,71.869995,77.830002,75.169998,79.519997,77.279999,81.689995,72.589996,77.320000,83.209999,81.720001,83.930000,84.970001,83.419998,82.820000,84.970001,86.549995,85.629997,87.229996,87.959999,88.820000,89.220001,89.040001,89.259995,89.889999,90.400002,90.930000,91.250000,91.449997,91.339996,91.869995,91.649994,91.720001,91.949997,91.959999,91.759995
5,16,0.011770,40.410000,48.559998,57.590000,58.910000,60.320000,55.049999,61.539997,61.369999,55.609997,64.610001,62.809998,66.459999,64.040001,57.059998,68.439995,63.199997,63.119999,66.659996,67.369995,68.290001,65.949997,63.519997,68.809998,63.539997,66.409996,69.449997,68.459999,71.959999,68.529999,71.070000,71.169998,70.110001,71.639999,72.799995,72.869995,73.089996,73.790001,74.409996,73.180000,74.779999,74.419998,74.779999,75.250000,76.000000,75.869995,76.029999,76.129997,75.759995,76.150002,76.119995
49,98,3.427070,28.309999,31.619999,35.809998,37.299999,46.969997,50.959999,50.840000,53.459999,61.119999,56.779999,57.410000,55.349998,64.589996,59.849998,59.809998,66.229996,70.739998,66.759995,65.959999,67.400002,70.619995,70.409996,68.189995,75.199997,72.879997,78.650002,78.909996,79.419998,80.339996,81.779999,82.360001,82.729996,82.369995,80.659996,83.869995,79.059998,85.150002,84.849998,86.779999,87.459999,87.549995,87.680000,88.509995,88.540001,89.110001,89.000000,89.119995,89.119995,89.269997,89.339996
40,38,0.447080,32.189999,37.349998,45.000000,42.910000,48.849998,47.399998,52.320000,58.840000,44.459999,54.169998,61.340000,59.129997,61.699997,69.860001,62.049999,67.189995,70.029999,70.949997,72.750000,69.049995,69.769997,67.419998,72.739998,70.860001,75.599998,68.269997,74.330002,76.290001,76.949997,75.080002,80.150002,81.500000,78.430000,82.119995,83.339996,83.509995,83.879997,83.459999,85.479996,85.470001,86.000000,86.579994,86.329994,87.299995,87.320000,87.509995,87.619995,87.720001,87.629997,87.729996
30,76,1.225586,39.079998,48.549999,56.189999,60.059998,65.349998,66.049995,70.729996,70.400002,70.699997,71.509995,74.549995,74.309998,74.989998,76.239998,64.930000,71.860001,75.699997,76.199997,75.059998,80.150002,78.400002,82.239998,79.759995,79.119995,80.610001,83.579994,82.199997,85.159996,83.949997,85.979996,86.849998,87.860001,87.959999,87.529999,88.269997,88.000000,89.629997,88.930000,89.680000,90.680000,90.869995,90.959999,91.349998,91.540001,91.489998,91.949997,91.899994,92.019997,92.239998,91.879997
17,102,1.261036,52.049999,64.549995,69.970001,74.959999,75.889999,74.930000,76.349998,79.849998,78.169998,80.290001,78.309998,83.790001,84.549995,82.000000,84.610001,84.900002,87.009995,84.750000,84.329994,85.419998,87.339996,87.769997,88.269997,88.180000,88.570000,87.720001,89.250000,89.779999,89.720001,89.299995,90.619995,90.129997,90.879997,91.750000,91.739998,92.110001,92.139999,92.709999,92.989998,93.079994,93.360001,93.320000,93.439995,93.689995,93.680000,93.889999,93.879997,93.790001,93.779999,93.839996
40,30,0.285760,31.000000,38.309998,41.169998,41.779999,45.649998,47.549999,47.579998,45.299999,53.869999,52.910000,59.609997,52.590000,51.840000,61.719997,51.289997,66.570000,63.149998,64.989998,59.359997,67.549995,64.879997,62.879997,74.259995,70.459999,76.489998,73.290001,71.790001,73.259995,74.949997,77.549995,78.680000,81.180000,78.049995,78.059998,80.650002,83.299995,83.040001,83.709999,83.479996,85.029999,84.779999,85.439995,85.829994,86.360001,86.860001,86.519997,86.869995,86.820000,86.939995,87.110001
19,60,0.513970,50.410000,60.529999,64.040001,66.739998,73.879997,71.659996,75.489998,77.909996,74.169998,75.150002,81.349998,78.759995,79.750000,79.430000,76.320000,80.229996,76.709999,81.809998,84.639999,84.290001,82.839996,85.320000,85.079994,85.349998,86.099998,85.180000,87.879997,85.650002,88.430000,87.570000,88.349998,88.779999,89.400002,90.299995,89.389999,90.369995,90.979996,90.320000,91.430000,91.779999,91.949997,92.079994,92.320000,92.349998,92.589996,92.939995,92.750000,92.829994,92.779999,92.959999
32,26,0.173222,28.629999,38.169998,37.239998,47.430000,49.919998,43.840000,57.669998,51.059998,61.719997,39.939999,53.129997,67.430000,54.859997,60.410000,66.769997,71.250000,68.459999,74.169998,70.729996,74.570000,75.189995,73.389999,75.500000,71.919998,74.720001,72.320000,78.750000,79.669998,81.519997,80.779999,81.900002,79.339996,81.439995,80.150002,82.879997,83.150002,84.189995,85.610001,85.419998,85.930000,85.809998,86.579994,86.919998,87.070000,87.409996,87.610001,87.519997,87.610001,87.869995,87.610001
19,58,0.481410,46.469997,59.919998,61.939999,59.199997,73.650002,74.879997,77.360001,77.029999,78.669998,77.449997,81.839996,80.299995,78.790001,82.269997,77.290001,81.629997,83.529999,81.320000,83.470001,82.269997,83.589996,84.650002,84.290001,82.439995,86.290001,86.400002,88.209999,87.629997,87.549995,88.479996,88.400002,87.570000,88.879997,89.729996,89.489998,90.899994,91.299995,91.209999,91.479996,92.180000,91.809998,91.949997,92.269997,92.290001,92.720001,92.669998,92.649994,92.750000,92.779999,92.729996
45,28,0.274494,18.619999,37.570000,38.209999,41.919998,40.509998,47.449997,47.809998,49.869999,52.029999,44.349998,47.899998,58.209999,52.959999,56.259998,56.689999,57.910000,62.519997,60.199997,63.129997,63.869999,68.040001,70.720001,65.979996,71.629997,61.099998,70.000000,66.759995,68.519997,73.889999,75.209999,76.309998,76.080002,78.619995,78.349998,77.879997,78.970001,76.930000,80.839996,81.159996,82.939995,83.250000,83.150002,83.900002,83.900002,84.579994,84.619995,84.799995,84.900002,85.220001,84.919998
29,108,2.423422,39.950001,50.070000,59.119999,61.609997,63.989998,71.029999,70.299995,73.119995,72.589996,74.540001,68.689995,77.570000,71.189995,75.839996,80.279999,77.610001,73.900002,81.029999,78.209999,80.509995,81.079994,82.119995,83.839996,78.019997,85.180000,87.479996,87.220001,86.959999,87.439995,88.199997,87.860001,88.579994,89.029999,88.309998,88.449997,89.889999,90.970001,90.559998,91.699997,92.139999,92.329994,92.559998,92.509995,92.659996,92.899994,93.110001,93.070000,93.110001,93.169998,93.029999
14,66,0.443794,47.660000,65.290001,71.729996,71.879997,77.220001,74.059998,74.739998,78.430000,78.779999,81.129997,82.979996,81.619995,81.849998,77.259995,75.209999,82.930000,83.849998,86.049995,84.750000,85.579994,85.049995,85.540001,85.549995,85.610001,85.790001,85.739998,87.110001,89.000000,88.989998,89.309998,89.489998,89.150002,90.610001,90.509995,90.820000,90.809998,91.320000,91.829994,92.009995,92.159996,92.070000,92.250000,92.570000,92.500000,92.699997,92.709999,92.779999,92.750000,92.689995,92.790001
41,106,3.312616,37.250000,42.590000,44.539997,51.059998,57.389999,52.059998,60.489998,49.070000,61.180000,63.949997,57.489998,58.899998,71.930000,71.019997,71.529999,74.229996,75.879997,73.989998,78.250000,77.970001,74.769997,71.830002,76.680000,81.119995,81.570000,77.860001,82.309998,79.579994,84.250000,83.299995,85.379997,84.879997,84.790001,83.570000,85.500000,84.930000,88.369995,87.889999,89.269997,89.500000,89.909996,89.709999,90.769997,90.639999,91.079994,91.040001,91.029999,91.139999,91.129997,91.169998
34,122,3.660864,40.629997,48.660000,55.389999,59.299999,59.219997,66.549995,63.840000,48.430000,70.040001,59.419998,69.879997,69.059998,68.080002,78.500000,75.900002,77.259995,77.279999,80.619995,79.479996,79.610001,79.790001,82.790001,81.970001,81.720001,84.750000,83.239998,85.119995,83.309998,81.860001,86.629997,87.079994,87.199997,88.529999,86.790001,89.269997,89.070000,89.629997,89.820000,90.809998,91.159996,91.689995,91.689995,92.059998,92.059998,92.019997,92.180000,92.079994,92.389999,92.309998,92.419998
48,106,3.813254,27.929998,36.899998,40.829998,48.270000,53.849998,48.139999,57.509998,56.029999,51.289997,55.459999,56.379997,62.299999,61.809998,68.049995,56.660000,69.419998,65.059998,61.439999,68.430000,73.689995,74.889999,72.549995,73.799995,77.419998,66.379997,70.449997,79.659996,77.610001,79.559998,79.040001,78.879997,83.299995,81.089996,84.419998,84.040001,84.769997,86.790001,86.430000,86.049995,86.799995,87.489998,87.799995,88.820000,88.889999,89.099998,88.939995,89.229996,89.339996,89.360001,89.329994
5,62,0.136844,50.739998,60.739998,64.939995,67.279999,64.369995,71.400002,74.239998,71.139999,73.930000,68.489998,73.639999,65.729996,77.919998,77.070000,77.869995,74.610001,78.849998,70.309998,79.470001,79.129997,79.540001,80.809998,79.180000,80.860001,83.049995,81.169998,81.110001,82.839996,83.489998,81.769997,84.549995,82.779999,82.900002,84.959999,85.040001,85.619995,85.360001,86.029999,86.540001,86.400002,87.119995,87.159996,87.239998,87.389999,87.809998,87.979996,87.750000,87.889999,87.989998,88.119995
38,124,4.176578,37.639999,44.730000,53.609997,57.609997,55.439999,63.029999,58.289997,62.769997,67.580002,66.769997,71.559998,73.169998,68.070000,67.119995,64.180000,70.049995,74.349998,77.019997,71.869995,73.830002,76.409996,74.500000,80.139999,77.879997,79.779999,80.549995,81.500000,82.949997,82.939995,85.779999,84.239998,82.339996,87.559998,87.349998,89.089996,87.589996,87.930000,89.199997,90.290001,90.229996,90.809998,91.029999,91.180000,91.629997,91.559998,91.959999,91.820000,91.869995,91.839996,91.879997
43,108,3.640690,33.489998,36.320000,41.539997,48.579998,50.919998,55.259998,54.750000,62.399998,65.519997,61.139999,65.650002,63.779999,69.369995,70.489998,66.869995,64.629997,68.930000,70.159996,66.089996,69.750000,73.869995,76.989998,76.519997,75.900002,72.610001,74.790001,74.949997,80.639999,78.599998,81.879997,77.500000,82.949997,83.309998,82.949997,81.290001,85.930000,86.579994,87.430000,86.389999,86.629997,86.439995,88.389999,89.129997,89.180000,89.259995,89.389999,89.329994,89.629997,89.619995,89.709999
34,122,3.660864,36.029999,47.239998,51.509998,54.910000,63.669998,64.189995,63.299999,66.320000,70.199997,70.309998,71.839996,68.320000,69.229996,62.349998,69.669998,76.379997,80.180000,73.070000,77.689995,83.220001,80.509995,82.729996,79.619995,82.889999,83.750000,77.419998,85.669998,84.029999,85.379997,87.439995,84.040001,85.839996,87.610001,89.079994,89.000000,88.659996,90.189995,90.209999,90.629997,90.559998,91.180000,91.649994,92.019997,91.959999,92.089996,92.129997,92.239998,92.430000,92.459999,92.470001
41,68,1.391222,28.910000,40.270000,41.169998,43.459999,51.189999,57.449997,61.619999,55.730000,50.520000,62.090000,67.779999,56.169998,64.790001,65.250000,62.259998,64.360001,73.489998,68.919998,75.330002,68.290001,71.680000,76.139999,75.979996,78.860001,76.639999,76.869995,79.199997,79.559998,78.549995,80.379997,80.869995,83.269997,83.869995,78.570000,83.089996,85.529999,85.970001,86.709999,87.029999,87.470001,88.000000,88.540001,88.369995,88.559998,88.930000,89.099998,88.989998,89.129997,89.239998,89.229996
9,92,0.485678,58.859997,65.360001,70.709999,75.309998,72.570000,76.470001,77.879997,80.400002,81.519997,81.150002,80.519997,80.079994,82.779999,82.739998,82.769997,82.979996,84.040001,85.659996,84.559998,86.110001,86.000000,85.199997,86.729996,87.049995,88.559998,86.570000,88.409996,88.459999,88.479996,88.769997,88.839996,88.750000,89.900002,89.209999,89.500000,89.839996,90.720001,91.209999,91.119995,91.329994,91.619995,91.659996,92.180000,92.299995,92.119995,92.169998,92.239998,92.149994,92.309998,92.389999
8,66,0.250678,54.219997,65.049995,65.150002,72.669998,74.970001,70.839996,77.389999,76.259995,77.470001,79.349998,79.449997,80.199997,77.809998,82.519997,82.099998,84.029999,81.509995,85.209999,78.519997,85.229996,81.759995,84.939995,84.360001,86.849998,86.599998,85.029999,86.029999,87.169998,87.919998,87.589996,86.549995,88.879997,89.290001,88.199997,89.439995,89.619995,90.150002,89.159996,90.229996,90.619995,90.629997,90.829994,90.899994,91.159996,91.290001,91.259995,91.360001,91.279999,91.339996,91.409996
