Depth,Width,Parameters,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50
45,56,1.028786,29.059999,37.430000,40.779999,45.509998,51.539997,54.119999,50.869999,52.930000,60.609997,55.459999,61.590000,64.089996,57.309998,61.769997,54.180000,61.079998,58.410000,72.449997,71.559998,71.779999,69.839996,72.330002,73.459999,71.369995,74.970001,74.559998,75.509995,75.299995,78.439995,79.720001,80.199997,81.779999,75.540001,81.650002,82.079994,83.559998,79.759995,83.799995,84.079994,86.159996,86.680000,86.619995,87.360001,87.479996,87.979996,88.239998,88.259995,88.290001,88.209999,88.329994
12,74,0.439422,55.079998,65.139999,66.519997,69.199997,76.909996,78.849998,77.529999,78.009995,81.339996,80.180000,80.989998,82.040001,83.860001,83.549995,84.199997,82.040001,86.220001,85.299995,85.139999,84.919998,85.320000,85.970001,85.409996,87.070000,86.110001,86.849998,89.099998,88.739998,88.349998,88.309998,88.799995,89.360001,89.919998,90.189995,89.479996,90.849998,91.169998,91.549995,91.649994,91.849998,92.099998,92.320000,92.250000,92.519997,92.570000,92.489998,92.509995,92.649994,92.549995,92.540001
37,108,3.134170,34.340000,39.799999,34.149998,56.230000,60.599998,59.980000,63.250000,62.269997,65.389999,69.639999,70.879997,71.419998,71.849998,75.519997,70.000000,68.430000,74.259995,76.779999,75.400002,78.389999,79.570000,79.619995,81.360001,81.860001,82.379997,82.309998,82.509995,85.949997,77.150002,86.799995,84.909996,85.229996,86.709999,88.040001,87.610001,88.779999,89.529999,89.739998,89.709999,90.750000,90.769997,91.009995,91.250000,91.409996,91.360001,91.599998,91.790001,91.799995,91.970001,91.909996
11,68,0.367822,54.449997,64.779999,67.959999,72.389999,64.119995,79.070000,73.879997,81.519997,79.849998,81.979996,79.139999,79.339996,82.509995,83.239998,84.650002,85.430000,84.720001,84.349998,85.779999,84.419998,84.919998,85.610001,86.070000,87.639999,87.159996,87.439995,87.739998,87.839996,89.540001,88.479996,88.829994,90.360001,90.459999,90.220001,90.799995,91.059998,91.169998,91.119995,91.639999,91.930000,91.970001,92.139999,92.119995,92.220001,92.430000,92.360001,92.419998,92.589996,92.519997,92.470001
15,102,1.046224,52.959999,67.220001,72.909996,72.790001,77.129997,78.750000,79.689995,76.389999,80.019997,81.650002,83.689995,81.809998,83.769997,84.659996,83.199997,85.290001,85.809998,85.220001,87.409996,86.869995,88.199997,87.159996,85.879997,84.449997,89.379997,87.659996,88.829994,89.909996,90.729996,90.389999,90.709999,91.540001,90.519997,91.360001,91.879997,92.699997,92.629997,92.419998,92.979996,93.180000,93.419998,93.459999,93.839996,93.949997,93.829994,93.829994,93.820000,93.949997,93.959999,93.930000
25,36,0.253450,37.950001,47.919998,50.129997,52.859997,63.829998,67.949997,63.329998,66.320000,67.790001,70.879997,74.019997,71.259995,73.839996,74.619995,78.169998,70.269997,70.629997,80.500000,76.169998,78.860001,80.879997,81.000000,79.439995,76.080002,84.220001,84.110001,76.659996,83.549995,82.419998,85.150002,85.919998,84.839996,85.119995,87.110001,86.489998,87.519997,87.349998,87.989998,88.419998,88.779999,89.229996,89.519997,89.669998,89.589996,90.229996,90.209999,90.169998,90.369995,90.139999,90.199997
20,32,0.159754,38.160000,46.619999,57.199997,63.939999,65.510002,65.879997,70.389999,71.930000,73.180000,76.110001,74.489998,76.119995,71.339996,76.959999,77.779999,79.419998,74.040001,74.979996,79.139999,80.739998,80.029999,79.159996,83.099998,81.790001,81.509995,83.540001,84.089996,81.669998,85.639999,85.409996,86.519997,86.559998,84.409996,85.540001,86.720001,87.919998,88.220001,88.489998,89.239998,89.150002,89.009995,89.349998,89.779999,89.909996,90.070000,90.239998,90.360001,90.309998,90.229996,90.329994
21,24,0.094354,31.219999,44.590000,50.230000,56.199997,52.969997,61.840000,63.699997,66.610001,70.900002,63.320000,67.879997,71.680000,65.659996,73.820000,75.629997,74.290001,73.909996,77.449997,74.400002,73.459999,74.259995,78.500000,77.250000,71.449997,79.119995,80.070000,79.049995,78.000000,81.909996,83.669998,79.489998,83.199997,83.930000,85.349998,83.229996,84.820000,86.220001,86.750000,85.939995,87.199997,87.040001,87.439995,87.439995,87.759995,88.019997,88.019997,88.559998,88.360001,88.419998,88.379997
29,88,1.622642,35.959999,51.320000,54.649998,57.789997,65.400002,64.019997,66.199997,74.830002,72.489998,71.489998,73.540001,76.619995,78.419998,77.089996,79.989998,82.259995,82.150002,82.659996,76.779999,82.430000,83.369995,81.659996,83.489998,85.419998,84.699997,84.949997,85.769997,86.540001,86.949997,87.419998,88.250000,87.250000,88.409996,89.809998,89.779999,90.209999,90.959999,90.939995,91.399994,91.189995,91.869995,92.149994,92.329994,92.379997,92.610001,92.709999,92.669998,92.790001,92.879997,92.849998
29,16,0.064634,20.820000,31.650000,39.820000,42.250000,46.000000,46.099998,51.079998,45.299999,58.539997,54.139999,53.840000,38.029999,37.649998,65.619995,47.809998,54.239998,51.439999,64.860001,68.239998,68.479996,63.559998,68.250000,56.279999,68.659996,66.500000,72.159996,74.229996,66.580002,69.009995,76.099998,74.519997,69.269997,75.889999,72.519997,79.650002,75.279999,80.759995,78.909996,80.709999,82.449997,82.329994,82.459999,82.729996,82.769997,83.459999,83.549995,83.709999,83.939995,83.720001,83.430000
22,128,2.608010,49.259998,59.059998,60.199997,68.830002,73.269997,76.320000,77.559998,77.169998,79.930000,81.709999,82.839996,79.209999,81.459999,83.540001,81.790001,85.000000,86.629997,84.129997,86.869995,85.860001,87.279999,86.669998,86.869995,87.860001,88.809998,89.059998,89.989998,89.239998,90.279999,89.000000,89.519997,90.529999,89.019997,91.559998,91.879997,92.649994,93.040001,92.949997,93.360001,93.549995,93.769997,94.040001,94.059998,94.290001,94.329994,94.430000,94.449997,94.519997,94.489998,94.570000
28,106,2.288868,40.750000,48.889999,60.389999,59.939999,61.009998,71.479996,71.669998,71.709999,72.689995,73.549995,71.189995,76.400002,79.699997,82.040001,78.639999,83.059998,82.790001,83.680000,84.589996,84.669998,82.820000,82.239998,82.869995,85.669998,86.820000,83.869995,87.970001,88.239998,88.259995,87.879997,88.099998,90.089996,90.369995,90.689995,91.199997,90.769997,91.790001,91.779999,92.139999,92.829994,93.189995,93.119995,93.149994,93.220001,93.549995,93.509995,93.479996,93.610001,93.549995,93.549995
45,42,0.591664,27.549999,31.509998,38.230000,40.139999,41.789997,49.049999,49.910000,49.379997,50.919998,55.099998,61.439999,60.849998,59.469997,59.469997,56.899998,65.680000,63.199997,64.889999,69.599998,70.320000,72.129997,71.930000,73.180000,73.439995,66.239998,71.659996,76.769997,77.199997,79.259995,78.939995,77.669998,80.970001,80.349998,80.599998,80.689995,81.919998,83.320000,84.079994,84.320000,84.489998,84.979996,85.879997,85.820000,86.669998,86.629997,86.699997,86.540001,86.739998,87.079994,86.949997
26,28,0.161682,32.259998,38.980000,37.309998,52.629997,59.639999,56.849998,56.099998,64.970001,59.419998,59.869999,66.799995,67.419998,70.919998,69.610001,67.979996,72.669998,70.860001,73.389999,77.269997,73.529999,76.259995,72.989998,74.699997,79.439995,75.799995,79.979996,80.150002,77.680000,82.059998,80.709999,81.470001,83.099998,80.439995,81.049995,84.489998,84.639999,84.659996,86.269997,86.579994,86.419998,87.369995,87.369995,87.470001,87.470001,88.099998,87.970001,88.070000,87.930000,87.959999,88.019997
40,84,2.070190,33.910000,37.399998,43.489998,42.099998,55.049999,51.829998,56.139999,60.209999,54.949997,63.730000,66.150002,61.859997,68.849998,64.760002,50.829998,63.969997,72.199997,63.889999,72.059998,74.809998,69.959999,73.799995,79.799995,76.599998,79.000000,78.159996,79.659996,81.000000,79.650002,83.329994,82.379997,82.889999,84.879997,83.279999,85.949997,86.199997,87.180000,87.970001,88.279999,88.479996,89.040001,89.299995,89.579994,89.759995,89.659996,90.019997,90.099998,90.279999,90.209999,90.220001
22,50,0.418160,43.660000,53.459999,57.099998,62.320000,70.349998,71.639999,75.400002,70.689995,70.949997,75.900002,75.119995,79.540001,79.809998,79.709999,80.389999,72.599998,81.159996,79.029999,80.320000,83.400002,83.879997,82.989998,77.309998,84.299995,83.379997,84.970001,85.419998,86.000000,86.739998,86.419998,86.449997,87.949997,88.619995,88.680000,88.540001,87.549995,88.519997,89.519997,89.759995,90.220001,90.400002,90.799995,90.949997,90.979996,91.209999,91.239998,91.449997,91.259995,91.329994,91.349998
34,36,0.343414,31.439999,41.430000,45.379997,40.239998,51.799999,55.079998,59.779999,63.419998,60.730000,52.039997,61.340000,71.299995,68.150002,66.779999,70.820000,73.570000,76.259995,70.820000,73.739998,76.750000,69.830002,73.939995,71.970001,74.150002,77.519997,77.110001,80.019997,80.919998,82.250000,80.199997,83.489998,82.389999,84.079994,84.169998,84.759995,83.750000,85.989998,85.579994,86.099998,87.650002,87.909996,88.089996,88.650002,88.839996,88.869995,88.750000,89.119995,88.959999,89.049995,89.099998
44,76,1.854714,34.160000,37.930000,43.869999,46.879997,48.959999,57.020000,55.239998,58.629997,53.299999,59.669998,57.639999,59.699997,53.889999,58.989998,66.320000,62.730000,69.199997,53.449997,69.659996,70.059998,66.900002,66.509995,71.459999,70.439995,75.939995,73.599998,74.519997,71.389999,77.169998,80.309998,81.650002,81.299995,74.589996,83.470001,82.559998,82.570000,84.500000,83.189995,80.070000,85.699997,85.729996,86.650002,87.040001,87.250000,87.729996,87.799995,88.019997,87.829994,87.909996,88.119995
10,36,0.103510,41.709999,62.939999,65.189995,67.680000,70.139999,72.809998,72.110001,73.509995,74.029999,77.639999,79.989998,79.159996,78.829994,77.580002,75.739998,79.820000,80.799995,82.650002,80.570000,83.299995,78.570000,84.059998,83.639999,80.759995,85.250000,84.079994,82.849998,84.689995,84.180000,85.599998,86.119995,86.059998,86.479996,86.089996,87.750000,87.759995,88.239998,87.959999,88.509995,88.589996,89.379997,89.290001,89.400002,89.459999,89.790001,89.739998,89.750000,89.709999,89.769997,89.709999
7,94,0.459106,54.459999,63.459999,67.139999,72.080002,72.889999,77.959999,78.519997,74.209999,79.610001,80.639999,80.549995,79.430000,81.269997,80.680000,84.419998,83.180000,82.589996,83.430000,83.409996,85.489998,85.849998,84.150002,85.500000,86.400002,85.989998,86.019997,86.829994,85.529999,86.879997,88.639999,88.599998,89.139999,89.739998,89.629997,89.529999,90.379997,90.379997,90.459999,90.589996,90.619995,91.360001,91.180000,91.529999,91.479996,91.689995,91.860001,91.949997,91.709999,91.829994,91.849998
14,112,1.242538,56.699997,66.790001,69.369995,70.209999,77.369995,78.599998,77.900002,79.180000,80.829994,83.099998,83.570000,83.239998,86.159996,84.729996,85.049995,86.979996,86.549995,86.879997,86.360001,87.349998,87.369995,89.349998,88.419998,88.259995,88.279999,89.629997,89.629997,90.500000,90.470001,90.470001,91.099998,91.209999,91.809998,92.449997,92.470001,92.269997,92.899994,93.189995,93.290001,93.519997,93.809998,93.720001,93.629997,94.209999,94.089996,94.180000,94.159996,94.250000,94.399994,94.419998
26,30,0.183970,33.480000,45.009998,47.669998,53.869999,57.879997,53.840000,54.619999,62.529999,67.830002,68.939995,70.830002,72.589996,72.279999,72.470001,75.389999,71.509995,72.269997,76.589996,74.290001,73.040001,74.720001,77.909996,80.639999,80.259995,80.089996,82.379997,81.009995,79.989998,83.900002,82.629997,84.150002,85.019997,85.209999,85.909996,85.459999,86.579994,85.889999,87.250000,87.229996,87.570000,88.110001,88.419998,88.639999,88.610001,89.000000,89.059998,89.019997,89.129997,89.129997,89.110001
27,86,1.397768,42.200001,38.959999,50.259998,64.260002,67.459999,68.000000,70.509995,71.159996,70.509995,75.279999,77.769997,68.449997,79.970001,81.029999,79.720001,79.820000,79.930000,82.829994,80.689995,80.169998,83.989998,84.049995,83.129997,86.269997,81.709999,84.119995,86.939995,87.779999,88.489998,87.559998,89.159996,88.570000,88.389999,90.119995,90.579994,90.599998,91.279999,90.939995,91.629997,92.079994,91.909996,92.629997,92.799995,92.869995,93.189995,93.009995,93.149994,93.079994,93.079994,93.110001
8,62,0.222342,54.689999,57.449997,65.169998,72.259995,71.189995,75.610001,73.959999,72.199997,78.169998,81.989998,81.339996,82.139999,79.009995,81.900002,82.509995,83.860001,82.500000,83.159996,84.970001,84.159996,85.009995,85.419998,85.150002,83.659996,84.040001,82.680000,86.759995,87.320000,86.779999,87.680000,87.709999,86.689995,87.839996,88.959999,88.839996,89.239998,89.549995,89.779999,89.900002,90.189995,90.809998,90.500000,90.720001,90.739998,90.820000,90.849998,91.049995,90.820000,90.979996,90.930000
18,78,0.754114,51.509998,58.449997,69.559998,69.769997,71.360001,75.989998,76.610001,79.959999,75.970001,80.750000,80.329994,79.799995,81.369995,84.159996,83.699997,82.459999,84.459999,84.680000,85.079994,84.900002,82.049995,84.820000,86.879997,88.079994,87.959999,86.909996,88.279999,86.579994,90.360001,89.089996,89.439995,90.279999,90.509995,91.029999,90.970001,90.489998,91.689995,91.549995,92.339996,92.189995,92.919998,93.000000,93.049995,93.269997,93.269997,93.389999,93.439995,93.369995,93.389999,93.339996
26,104,2.015322,45.219997,56.799999,60.389999,64.040001,66.430000,72.070000,74.549995,74.979996,75.869995,79.619995,77.419998,78.759995,75.209999,81.389999,82.110001,81.250000,82.680000,84.290001,75.529999,85.400002,85.379997,81.369995,85.449997,81.889999,85.639999,85.970001,87.739998,88.589996,88.570000,88.369995,88.909996,89.790001,89.750000,89.689995,90.939995,89.919998,91.439995,91.769997,92.269997,92.369995,92.540001,92.949997,92.790001,93.049995,93.229996,93.509995,93.559998,93.459999,93.529999,93.570000
41,90,2.403640,35.049999,39.759998,44.070000,53.139999,55.889999,57.049999,42.730000,63.969997,63.119999,63.879997,61.579998,57.509998,65.220001,61.859997,60.359997,69.619995,73.629997,73.500000,74.000000,73.209999,75.349998,77.339996,75.619995,77.439995,74.869995,76.029999,77.449997,78.599998,76.689995,82.169998,82.159996,83.500000,84.709999,86.339996,86.570000,86.070000,87.180000,87.729996,88.919998,88.699997,88.839996,89.519997,89.779999,90.089996,90.379997,90.599998,90.669998,90.400002,90.549995,90.459999
20,56,0.463690,44.430000,52.579998,59.779999,58.919998,66.959999,69.809998,68.309998,74.729996,75.989998,76.809998,75.400002,79.629997,78.419998,80.529999,81.959999,77.979996,79.129997,83.169998,79.540001,80.180000,83.360001,85.110001,85.419998,83.360001,84.619995,84.989998,85.540001,86.959999,87.169998,87.099998,86.829994,88.110001,88.419998,88.110001,89.639999,89.549995,90.400002,90.739998,90.129997,90.930000,91.089996,91.470001,91.409996,91.680000,91.629997,91.739998,91.820000,92.029999,92.079994,91.970001
10,58,0.256080,57.149998,61.919998,72.110001,73.799995,77.629997,78.489998,78.659996,77.709999,78.299995,77.220001,79.779999,81.869995,76.909996,82.540001,82.009995,80.989998,84.220001,85.389999,82.239998,82.500000,83.769997,83.779999,86.139999,85.930000,85.629997,86.489998,86.720001,86.009995,87.959999,88.059998,87.360001,87.729996,88.129997,89.459999,89.959999,90.049995,90.400002,90.400002,90.750000,90.639999,91.250000,91.329994,91.430000,91.540001,91.290001,91.399994,91.729996,91.680000,91.809998,91.709999
8,78,0.345862,51.939999,65.849998,66.430000,76.139999,74.909996,73.279999,79.239998,77.189995,78.389999,81.199997,82.199997,80.610001,80.250000,81.860001,83.129997,79.389999,78.639999,84.029999,85.419998,86.900002,83.769997,85.400002,85.169998,86.949997,87.419998,87.369995,87.820000,88.409996,88.709999,87.820000,88.019997,88.689995,89.040001,89.540001,89.970001,90.269997,90.470001,90.720001,90.669998,91.229996,91.389999,91.799995,91.839996,91.699997,91.970001,91.979996,92.180000,92.000000,91.909996,91.860001
45,110,3.838460,33.759998,38.629997,47.419998,53.889999,55.149998,56.590000,58.079998,60.019997,63.469997,67.009995,68.180000,64.669998,70.040001,64.830002,70.540001,71.369995,68.479996,74.360001,71.459999,68.750000,72.529999,71.860001,66.759995,78.229996,69.110001,76.220001,76.589996,82.659996,80.220001,81.709999,82.040001,81.949997,82.709999,78.089996,84.959999,85.790001,84.849998,85.309998,87.180000,87.939995,88.430000,89.430000,89.509995,89.610001,89.820000,90.159996,89.970001,90.150002,90.279999,90.299995
33,50,0.601360,36.549999,42.980000,46.919998,57.579998,58.359997,53.410000,63.730000,65.449997,64.580002,67.439995,72.909996,58.039997,73.369995,69.680000,74.349998,73.189995,74.400002,69.830002,76.470001,66.689995,79.360001,78.279999,77.139999,79.599998,77.119995,83.049995,81.299995,82.269997,82.709999,80.909996,80.709999,84.209999,82.720001,86.009995,85.889999,86.909996,87.070000,88.479996,88.949997,88.349998,89.379997,89.729996,89.779999,89.949997,90.070000,90.489998,90.269997,90.449997,90.400002,90.509995
15,128,1.632394,54.079998,68.930000,74.369995,73.669998,71.739998,79.610001,78.869995,81.000000,80.669998,80.369995,82.639999,82.549995,82.720001,83.949997,86.150002,86.439995,87.639999,85.939995,86.339996,86.150002,89.110001,88.059998,88.979996,87.619995,89.479996,88.860001,89.360001,89.619995,90.430000,89.049995,91.279999,91.470001,91.079994,92.339996,92.720001,92.669998,93.159996,93.489998,93.329994,93.540001,94.099998,94.149994,94.099998,94.379997,94.470001,94.479996,94.619995,94.619995,94.689995,94.659996
35,90,2.049580,38.239998,43.649998,54.219997,58.459999,59.919998,64.250000,61.410000,67.680000,64.930000,69.540001,74.019997,72.509995,56.189999,72.549995,74.059998,67.849998,76.989998,71.430000,77.759995,80.299995,79.279999,81.509995,81.089996,83.110001,81.309998,82.239998,81.659996,83.470001,84.720001,85.669998,84.049995,86.189995,85.079994,88.559998,87.970001,88.199997,89.089996,89.489998,90.009995,90.159996,90.320000,90.529999,91.229996,90.909996,91.559998,91.439995,91.430000,91.639999,91.659996,91.799995
40,74,1.616540,32.770000,41.980000,45.149998,49.419998,50.649998,55.639999,51.629997,56.859997,59.930000,64.309998,58.889999,59.379997,67.970001,61.949997,68.659996,65.080002,70.220001,75.309998,72.040001,68.299995,75.470001,67.389999,68.650002,74.639999,75.599998,74.989998,77.040001,76.019997,77.680000,75.669998,79.889999,80.209999,83.119995,81.769997,82.930000,83.949997,83.139999,85.829994,87.110001,87.379997,87.169998,88.110001,88.389999,88.820000,88.949997,89.000000,89.159996,89.519997,89.259995,89.279999
43,120,4.478650,33.669998,41.099998,39.789997,51.520000,51.329998,59.459999,56.289997,61.649998,65.250000,61.859997,60.109997,64.229996,67.029999,65.409996,67.750000,64.489998,73.489998,64.709999,68.500000,73.650002,69.830002,77.989998,71.849998,74.229996,71.479996,73.599998,80.369995,80.139999,79.689995,80.629997,83.529999,83.889999,82.220001,84.259995,85.430000,85.299995,85.689995,86.889999,87.820000,88.220001,88.669998,89.269997,89.269997,89.629997,90.029999,89.799995,90.320000,90.189995,90.360001,90.379997
31,92,1.918946,39.070000,41.770000,57.489998,57.719997,59.289997,65.750000,58.599998,66.629997,64.879997,75.220001,75.430000,74.400002,76.860001,77.259995,81.500000,77.449997,79.509995,82.059998,79.489998,82.009995,80.049995,84.839996,79.139999,84.079994,85.570000,81.589996,86.389999,84.680000,82.070000,82.220001,87.839996,88.549995,86.860001,87.709999,89.389999,90.329994,89.869995,90.649994,91.129997,91.599998,91.299995,92.040001,92.189995,92.309998,92.439995,92.500000,92.540001,92.629997,92.680000,92.549995
16,60,0.433750,55.020000,60.639999,68.949997,71.909996,67.470001,73.860001,74.639999,78.220001,73.309998,80.610001,76.430000,75.419998,81.119995,76.959999,84.489998,81.900002,81.479996,83.339996,86.029999,85.449997,85.809998,83.689995,85.449997,85.180000,84.529999,86.959999,87.720001,87.540001,86.180000,88.540001,89.619995,89.159996,90.049995,89.979996,90.860001,90.680000,91.180000,91.320000,91.519997,91.500000,92.129997,91.909996,92.209999,92.500000,92.379997,92.470001,92.399994,92.610001,92.589996,92.519997
32,104,2.485610,39.619999,51.739998,60.910000,56.139999,60.180000,64.019997,67.369995,71.970001,73.759995,68.559998,77.129997,74.150002,73.199997,71.979996,81.169998,74.619995,80.709999,79.439995,78.400002,84.019997,78.669998,83.669998,81.729996,84.869995,79.150002,85.549995,86.329994,83.470001,84.180000,86.369995,86.829994,88.500000,86.949997,88.759995,87.479996,90.009995,90.349998,90.769997,90.559998,91.430000,91.299995,91.869995,92.049995,92.169998,92.479996,92.500000,92.699997,92.809998,92.759995,92.709999
48,96,3.139594,33.070000,38.689999,37.669998,46.009998,46.709999,56.149998,49.199997,58.430000,58.840000,62.299999,61.570000,60.029999,57.219997,57.379997,64.790001,65.860001,68.150002,58.250000,66.470001,60.689999,58.989998,58.869999,68.009995,72.250000,70.610001,61.119999,72.799995,76.939995,68.919998,79.739998,79.159996,79.939995,80.430000,80.889999,82.049995,83.939995,82.759995,84.599998,85.829994,85.970001,86.209999,86.320000,86.320000,87.409996,87.329994,87.829994,87.949997,87.839996,87.829994,87.970001
40,122,4.304780,29.910000,43.379997,45.939999,51.110001,58.619999,56.469997,61.820000,63.829998,66.360001,66.439995,69.299995,62.680000,68.529999,69.979996,71.059998,71.610001,74.599998,77.009995,73.009995,76.080002,78.540001,77.349998,78.059998,79.009995,80.169998,82.040001,84.009995,82.369995,83.019997,82.619995,83.860001,82.639999,87.119995,87.739998,88.129997,88.369995,88.079994,87.939995,88.000000,90.250000,90.360001,90.750000,90.939995,91.079994,91.430000,91.579994,91.669998,91.729996,91.579994,91.720001
26,24,0.121402,38.689999,40.450001,46.689999,47.869999,52.809998,55.639999,60.889999,63.619999,66.430000,52.649998,65.650002,71.930000,68.239998,61.799999,60.090000,72.540001,71.409996,74.309998,74.989998,69.570000,75.860001,75.209999,77.979996,76.360001,80.129997,75.500000,79.699997,81.029999,81.379997,81.619995,82.619995,82.759995,83.019997,83.279999,82.949997,84.470001,85.110001,84.790001,86.439995,86.419998,86.659996,86.949997,87.110001,87.329994,87.439995,87.829994,87.729996,87.619995,87.759995,87.769997
9,114,0.737248,54.520000,61.230000,70.250000,72.629997,72.599998,78.680000,80.669998,79.379997,81.699997,83.209999,83.229996,83.970001,84.040001,80.750000,82.629997,84.849998,82.759995,84.529999,86.439995,86.279999,85.639999,88.329994,85.970001,87.629997,86.860001,87.599998,89.129997,88.049995,87.900002,89.559998,89.419998,90.659996,89.930000,91.059998,91.369995,90.589996,91.519997,91.570000,92.110001,92.119995,92.540001,92.809998,92.709999,92.860001,92.839996,92.970001,92.959999,93.040001,92.919998,93.040001
49,98,3.427070,25.660000,35.200001,40.509998,44.379997,46.849998,49.410000,55.449997,58.199997,50.369999,62.689999,59.219997,58.469997,54.989998,64.089996,66.129997,61.209999,65.129997,71.820000,59.939999,65.459999,69.970001,75.070000,72.809998,70.439995,72.540001,71.739998,72.119995,75.299995,77.459999,79.879997,82.159996,81.589996,81.029999,77.500000,81.400002,79.750000,83.889999,85.809998,85.239998,87.409996,87.180000,87.559998,87.579994,88.129997,87.769997,88.299995,88.579994,88.389999,88.470001,88.529999
5,24,0.023794,47.119999,41.169998,61.469997,60.449997,59.549999,65.019997,66.979996,65.529999,56.919998,67.720001,68.949997,66.949997,67.419998,68.189995,69.129997,71.379997,67.650002,67.589996,70.479996,72.699997,74.610001,70.699997,74.089996,74.979996,72.619995,73.360001,74.180000,73.639999,77.279999,74.189995,77.110001,76.939995,78.540001,78.430000,78.669998,79.299995,79.869995,80.619995,80.619995,80.459999,80.529999,81.739998,81.099998,81.720001,81.959999,81.919998,82.070000,82.199997,82.250000,82.269997
10,58,0.256080,57.989998,55.539997,72.580002,67.220001,76.070000,76.220001,80.419998,79.869995,76.479996,73.509995,82.619995,82.129997,80.610001,83.930000,81.939995,81.549995,81.159996,85.579994,84.209999,86.309998,83.629997,82.879997,83.209999,86.540001,86.169998,87.040001,86.610001,87.229996,87.729996,87.759995,87.759995,87.089996,88.689995,89.299995,90.019997,89.759995,89.959999,90.759995,90.970001,90.829994,91.199997,91.290001,91.399994,91.829994,91.879997,91.759995,91.899994,91.869995,91.879997,91.799995
15,120,1.438210,51.309998,62.469997,69.379997,73.169998,67.299995,70.949997,80.959999,82.559998,79.769997,80.279999,83.549995,80.250000,81.150002,83.699997,85.360001,81.019997,87.809998,86.229996,86.329994,86.799995,87.180000,87.919998,89.059998,84.919998,88.239998,89.650002,89.919998,88.879997,90.509995,90.659996,91.279999,90.949997,91.430000,92.019997,92.500000,91.939995,93.110001,93.119995,93.290001,93.299995,93.649994,93.759995,93.919998,94.220001,94.159996,94.239998,94.320000,94.349998,94.159996,94.250000
5,128,0.552842,53.689999,58.840000,65.409996,67.639999,69.189995,72.269997,70.720001,74.830002,71.909996,79.009995,72.879997,75.599998,79.049995,78.009995,79.119995,80.610001,80.659996,83.019997,81.570000,81.419998,83.250000,81.269997,82.430000,83.019997,84.250000,85.439995,84.750000,85.750000,84.309998,86.489998,87.229996,86.290001,87.279999,86.709999,87.500000,86.820000,87.889999,88.989998,89.189995,88.939995,89.790001,89.909996,89.989998,89.759995,90.220001,90.509995,90.360001,90.360001,90.400002,90.419998
18,118,1.693074,53.989998,61.649998,70.799995,71.430000,73.320000,71.070000,77.000000,77.699997,81.470001,77.869995,82.019997,83.110001,82.909996,83.199997,81.979996,78.650002,85.040001,85.889999,86.159996,86.059998,86.809998,88.059998,87.309998,88.189995,88.099998,88.729996,89.369995,89.809998,90.180000,88.909996,91.329994,90.419998,91.709999,91.389999,92.079994,92.040001,92.979996,92.809998,93.159996,93.470001,93.369995,93.889999,93.809998,93.949997,94.059998,94.139999,93.949997,94.110001,94.149994,94.119995
42,80,1.916650,36.259998,39.660000,46.379997,50.799999,55.570000,56.759998,59.590000,61.379997,59.099998,57.969997,66.000000,65.389999,65.349998,73.250000,67.939995,71.790001,67.279999,61.029999,74.889999,77.290001,78.729996,76.769997,66.699997,77.699997,79.799995,75.299995,80.070000,81.579994,82.129997,81.879997,82.509995,84.750000,81.659996,83.389999,85.320000,86.220001,87.089996,88.259995,88.430000,88.129997,88.909996,89.549995,89.720001,89.879997,90.169998,90.339996,90.279999,90.329994,90.409996,90.339996
20,56,0.463690,42.910000,56.549999,42.399998,66.849998,70.299995,68.049995,76.500000,74.779999,76.860001,73.989998,75.320000,78.619995,78.540001,78.529999,82.159996,75.860001,71.449997,83.110001,80.610001,81.400002,83.379997,84.459999,85.519997,80.709999,85.689995,84.820000,86.489998,87.150002,82.919998,87.849998,87.389999,88.799995,88.279999,88.860001,89.669998,89.970001,90.360001,91.000000,90.839996,91.180000,91.669998,91.979996,91.989998,92.159996,92.430000,92.479996,92.509995,92.479996,92.570000,92.540001
39,22,0.151568,29.949999,38.770000,36.349998,41.250000,42.189999,45.349998,46.139999,45.250000,54.599998,48.959999,55.639999,56.239998,52.020000,62.669998,56.840000,65.029999,55.559998,64.680000,66.689995,67.849998,66.570000,72.209999,66.559998,73.409996,69.540001,72.220001,72.669998,70.839996,74.409996,77.159996,74.750000,76.360001,79.189995,79.759995,80.339996,80.349998,78.379997,82.159996,82.650002,82.589996,83.459999,83.449997,84.159996,84.659996,84.430000,84.720001,84.919998,85.049995,84.889999,84.930000
21,92,1.224990,43.849998,56.529999,63.410000,61.590000,74.059998,76.129997,75.110001,74.459999,80.309998,80.119995,77.989998,82.279999,79.389999,82.029999,83.269997,81.059998,81.659996,83.099998,83.979996,83.239998,85.599998,87.239998,86.259995,88.099998,88.079994,88.119995,88.070000,86.779999,88.739998,88.089996,89.759995,90.049995,91.149994,91.180000,91.369995,91.479996,92.029999,92.269997,92.689995,92.399994,93.019997,93.199997,93.189995,93.360001,93.409996,93.669998,93.529999,93.720001,93.680000,93.540001
